Gender, Age, Debt, Married_status, BankCustomer, EducationLevel, Ethnicity, YearsEmployed, NoPriorDefault, Employed, CreditScore, DriversLicense, Citizen, ZipCode, Income,Tweet,ApprovalStatus
a,32,6,u,g,d,v,1.25,f,f,0,f,g,272,0,"Yes. Although ironically enough, may be due to $AMZN too. Opening more physical stores after all. But local ones ma… https://t.co/xet1vBVC55",-
b,59.67,1.54,u,g,q,v,0.125,t,f,0,t,g,260,0,"Trump: ""Bring back oversea money"" &gt; Tax holiday for $GOOG $FB $AMZN etc ahead. Taking bets he'll bring back offshor… https://t.co/YGA1EgQx6o",+
b,18,0.165,u,g,q,n,0.21,f,f,0,f,g,200,40,using MKM partners math w/ $AMZN 1.6Trillion M-cap should equate to 5100 price target 6-8 yr's out..big BOOYA!  &amp; it's a BUY right here,+
b,37.58,0,?,?,?,?,0,f,f,0,f,p,?,0,$AMZN $PCYG $SHOP:  5 E-Commerce Stocks To Watch:  https://t.co/yOnytGMk4e,+
b,32.33,2.5,u,g,c,v,1.25,f,f,0,t,g,280,0,"Analysts advise smart home #Stocks, $GOOG, $AMZN, $AAPL, $AMZN #Investing #StockMarket: https://t.co/MBc7op7jCl https://t.co/J10dFthql3",-
b,18.08,6.75,y,p,m,v,0.04,f,f,0,f,g,140,0,RT @THESTOCKER: Don't bet Against these names now going into year end $FB $TSLA $AMZN $NVDA  #stockstotrade #StockMarket #stockstowatch #in…,-
b,38.25,10.125,y,p,k,v,0.125,f,f,0,f,g,160,0,"Buy Amazon Stock, Not Prime. Here's Why. $AMZN - https://t.co/U875YLJz58",-
b,30.67,2.5,u,g,cc,h,2.25,f,f,0,t,s,340,0,RT @Benzinga: Whole Foods Is Ramping Up Its Price Cuts; Should Walmart Be Worried? https://t.co/JqZndxSRo7 $AMZN $WMT,-
b,18.58,5.71,u,g,d,v,0.54,f,f,0,f,g,120,0,"new SA article ✏️ $AMZN's apparel biz is already $28B (largest in US), but has huge growth/disruption ahead https://t.co/K882disZsZ",-
a,19.17,5.415,u,g,i,h,0.29,f,f,0,f,g,80,484,"Thursday links: $VIX vs. MOVE, ValueAct vs. $KKR and $IBM Watson vs. cancer. https://t.co/ijw1Fb6HXf $NKE $AMZN $FB… https://t.co/YMADIhJcvm",-
a,18.17,10,y,p,q,h,0.165,f,f,0,f,g,340,0,"Thursday links: $VIX vs. MOVE, ValueAct vs. $KKR and $IBM Watson vs. cancer. https://t.co/aQmFOlsDPx $NKE $AMZN $FB… https://t.co/ysTih5Zx5z",-
b,24.58,13.5,y,p,ff,ff,0,f,f,0,f,g,?,0,"Table of executives laughing, ""can you imagine being so big we need something called 'HQ2'?!""  @JeffBezos ""Hold my beer"" $AMZN",-
b,16.25,0.835,u,g,m,v,0.085,t,f,0,f,s,200,0,"""Coincidentally"" Amazon $AMZN and Walmart $WMT always unveil big news concurrently. AMZN usually gets the attention… https://t.co/yoTl5UxuYG",-
b,21.17,0.875,y,p,c,h,0.25,f,f,0,f,g,280,204,"RT @politicalHEDGE: https://t.co/6Q2LTfCamR plans to build second, ‘equal’ headquarters outside Seattle $AMZN https://t.co/XXs14I7j2j.",-
b,23.92,0.585,y,p,cc,h,0.125,f,f,0,f,g,240,1,@dfledderjohn @nokamber Right.  We need amazon to come in and bring down BIG pilates $amzn,-
b,17.67,4.46,u,g,c,v,0.25,f,f,0,f,s,80,0,"RT @politicalHEDGE: https://t.co/6Q2LTfCamR plans to build second, ‘equal’ headquarters outside Seattle $AMZN https://t.co/XXs14I7j2j.",-
a,16.5,1.25,u,g,q,v,0.25,f,t,1,f,g,108,98,RT @EvanMedeiros: NEW VIDEO: Individual Stock Analysis for Tickers $TSLA $PANW $NTNX $TTD $AMZN $CELH https://t.co/Y0SvUasCx0 #Trading http…,-
b,23.25,12.625,u,g,c,v,0.125,f,t,2,f,g,0,5552,RT @themotleyfool: Facebook &amp; Alphabet are the 800 lb. gorillas of online advertising. Could a third rival be rising? $AMZN $FB $GOOGL http…,-
b,17.58,10,u,g,w,h,0.165,f,t,1,f,g,120,1,WSJ: competition to win $AMZN's business likely will be fierce...break records for tax incentive packages...#ABleg… https://t.co/RpEWuONG7y,-
a,?,1.5,u,g,ff,ff,0,f,t,2,t,g,200,105,$AMZN Amazon and Netflix pitch cricket in Indian media push Now on https://t.co/NVD0eLru2c,-
b,29.5,0.58,u,g,w,v,0.29,f,t,1,f,g,340,2803,$AMZN - Amazon's New Challenge: Making Two Headquarters Seem Like One https://t.co/uN0p4y8bIH,-
b,18.83,0.415,y,p,c,v,0.165,f,t,1,f,g,200,1,$AMZN - Amazon's New Challenge: Making Two Headquarters Seem Like One https://t.co/QMYXaQxfAM,-
a,21.75,1.75,y,p,j,j,0,f,f,0,f,g,160,0,$AMZN Max Pain is 840.00 for maturity 09/15/2017. Prev Close=0.00 #maxpain #options https://t.co/giF4Bs2je7,-
b,23,0.75,u,g,m,v,0.5,f,f,0,t,s,320,0,$AMZN:  Amazon’s Market Cap Could Hit $1.6 Trillion:  https://t.co/1csVi1ZSMn,-
a,18.25,10,u,g,w,v,1,f,t,1,f,g,120,1,RT @katieperalta: confirmed that Charlotte will submit a proposal for Amazon's $5B HQ2. But it's got some tough competition $amzn https://t…,-
b,25.42,0.54,u,g,w,v,0.165,f,t,1,f,g,272,444,RT @philstockworld: Hurricane Irma Rocks the Stock Market $SPY $AMZN #Dollar $XRT #TGIF -- https://t.co/ct27G9EzG6 https://t.co/lDXxbr61Gr,-
b,35.75,2.415,u,g,w,v,0.125,f,t,2,f,g,220,1,RT @katieperalta: confirmed that Charlotte will submit a proposal for Amazon's $5B HQ2. But it's got some tough competition $amzn https://t…,-
a,16.08,0.335,u,g,ff,ff,0,f,t,1,f,g,160,126,RT @philstockworld: Hurricane Irma Rocks the Stock Market $SPY $AMZN #Dollar $XRT #TGIF -- https://t.co/ct27G9EzG6 https://t.co/lDXxbr61Gr,-
a,31.92,3.125,u,g,ff,ff,3.04,f,t,2,t,g,200,4,RT @philstockworld: Hurricane Irma Rocks the Stock Market $SPY $AMZN #Dollar $XRT #TGIF -- https://t.co/ct27G9EzG6 https://t.co/lDXxbr61Gr,-
b,69.17,9,u,g,ff,ff,4,f,t,1,f,g,70,6,RT @businessinsider: Amazon looks to gain a machine learning advantage $AMZN https://t.co/6MWet0Q5oz https://t.co/fRQgXk0eX3,-
b,32.92,2.5,u,g,aa,v,1.75,f,t,2,t,g,720,0,RT @philstockworld: Hurricane Irma Rocks the Stock Market $SPY $AMZN #Dollar $XRT #TGIF -- https://t.co/ct27G9EzG6 https://t.co/lDXxbr61Gr,-
b,16.33,2.75,u,g,aa,v,0.665,f,t,1,f,g,80,21,RT @philstockworld: Hurricane Irma Rocks the Stock Market $SPY $AMZN #Dollar $XRT #TGIF -- https://t.co/ct27G9EzG6 https://t.co/lDXxbr61Gr,-
b,22.17,12.125,u,g,c,v,3.335,f,t,2,t,g,180,173,RT @philstockworld: Hurricane Irma Rocks the Stock Market $SPY $AMZN #Dollar $XRT #TGIF -- https://t.co/ct27G9EzG6 https://t.co/lDXxbr61Gr,-
a,57.58,2,u,g,ff,ff,6.5,f,t,1,f,g,0,10,RT @philstockworld: Hurricane Irma Rocks the Stock Market $SPY $AMZN #Dollar $XRT #TGIF -- https://t.co/ct27G9EzG6 https://t.co/lDXxbr61Gr,-
b,18.25,0.165,u,g,d,v,0.25,f,f,0,t,s,280,0,RT @philstockworld: Hurricane Irma Rocks the Stock Market $SPY $AMZN #Dollar $XRT #TGIF -- https://t.co/ct27G9EzG6 https://t.co/lDXxbr61Gr,-
b,23.42,1,u,g,c,v,0.5,f,f,0,t,s,280,0,RT @philstockworld: Hurricane Irma Rocks the Stock Market $SPY $AMZN #Dollar $XRT #TGIF -- https://t.co/ct27G9EzG6 https://t.co/lDXxbr61Gr,-
a,15.92,2.875,u,g,q,v,0.085,f,f,0,f,g,120,0,RT @philstockworld: Hurricane Irma Rocks the Stock Market $SPY $AMZN #Dollar $XRT #TGIF -- https://t.co/ct27G9EzG6 https://t.co/lDXxbr61Gr,-
a,24.75,13.665,u,g,q,h,1.5,f,f,0,f,g,280,1,RT @philstockworld: Hurricane Irma Rocks the Stock Market $SPY $AMZN #Dollar $XRT #TGIF -- https://t.co/ct27G9EzG6 https://t.co/lDXxbr61Gr,-
b,48.75,26.335,y,p,ff,ff,0,t,f,0,t,g,0,0,RT @philstockworld: Hurricane Irma Rocks the Stock Market $SPY $AMZN #Dollar $XRT #TGIF -- https://t.co/ct27G9EzG6 https://t.co/lDXxbr61Gr,-
b,23.5,2.75,u,g,ff,ff,4.5,f,f,0,f,g,160,25,RT @philstockworld: Hurricane Irma Rocks the Stock Market $SPY $AMZN #Dollar $XRT #TGIF -- https://t.co/ct27G9EzG6 https://t.co/lDXxbr61Gr,-
b,18.58,10.29,u,g,ff,ff,0.415,f,f,0,f,g,80,0,RT @philstockworld: Hurricane Irma Rocks the Stock Market $SPY $AMZN #Dollar $XRT #TGIF -- https://t.co/ct27G9EzG6 https://t.co/lDXxbr61Gr,-
b,27.75,1.29,u,g,k,h,0.25,f,f,0,t,s,140,0,RT @philstockworld: Hurricane Irma Rocks the Stock Market $SPY $AMZN #Dollar $XRT #TGIF -- https://t.co/ct27G9EzG6 https://t.co/lDXxbr61Gr,-
a,31.75,3,y,p,j,j,0,f,f,0,f,g,160,20,RT @philstockworld: Hurricane Irma Rocks the Stock Market $SPY $AMZN #Dollar $XRT #TGIF -- https://t.co/ct27G9EzG6 https://t.co/lDXxbr61Gr,-
a,24.83,4.5,u,g,w,v,1,f,f,0,t,g,360,6,RT @arnabch01: With #Exascale expect quantum leap in #AI #ML #robotics #Aerospace #auto #pharma $GOOG $MSFT $INTC $AAPL $AMD $AMZN $F $GM $…,-
b,19,1.75,y,p,c,v,2.335,f,f,0,t,g,112,6,"CGWM Morning Coffee - (Feat. #BankOfCanada, #Silver, $CDE, $DOL, $DDC, $EDR, $FPC, $HBC, $KML, $PAS, $AMZN, etc.)… https://t.co/8oiZPeRcv3",-
a,16.33,0.21,u,g,aa,v,0.125,f,f,0,f,g,200,1,RT @arnabch01: #investors massive bubble in #tech be careful $AAPL $GOOG $MSFT $AMZN $FB $NFLX $TSLA $CSCO $INTC $NVDA $ZNGA $ORCL $JD $MU…,-
a,18.58,10,u,g,d,v,0.415,f,f,0,f,g,80,42,RT @arnabch01: With #Exascale expect quantum leap in #AI #ML #robotics #Aerospace #auto #pharma $GOOG $MSFT $INTC $AAPL $AMD $AMZN $F $GM $…,-
b,16.25,0,y,p,aa,v,0.25,f,f,0,f,g,60,0,RT @arnabch01: #AI #ML #Iot #Robotics t ensure dramatic #productivity gain by2035 extreme #poverty will vanish from #world $MSFT $AMZN $FB…,-
b,23,0.75,u,g,m,v,0.5,t,f,0,t,s,320,0,RT @arnabch01: With #Exascale expect quantum leap in #AI #ML #robotics #Aerospace #auto #pharma $GOOG $MSFT $INTC $AAPL $AMD $AMZN $F $GM $…,-
b,21.17,0.25,y,p,c,h,0.25,f,f,0,f,g,280,204,#FANGS underperforming all day - market ignoring till $FB $AMZN $NFKLX all -1+%?,-
b,17.5,22,l,gg,ff,o,0,f,f,0,t,p,450,100000,"@AustinChamber, @GSMPtweets among local eco. dev. groups interested in Amazon's HQ2 $AMZN https://t.co/0UoE9ztcxk 🔒 https://t.co/8PpH7ETYmw",+
b,19.17,0,y,p,m,bb,0,f,f,0,t,s,500,1,$AMZN just cant get over that 50d MA... https://t.co/wuIyFXjzpV,+
b,36.75,0.125,y,p,c,v,1.5,f,f,0,t,g,232,113,One theory on Amazon interest in a second headquarters.  $AMZN #cloud #CIO https://t.co/QhbwE0uVl0,+
b,21.25,1.5,u,g,w,v,1.5,f,f,0,f,g,150,8,#Options #maxpain chart for $AMZN. Free options app https://t.co/kupWqdianH https://t.co/jHh5pYhF0F,+
a,18.08,0.375,l,gg,cc,ff,10,f,f,0,t,s,300,0,Does Nordstrom have what it takes to survive in retail? Check out our stock valuation $JWN $AMZN $M $JCP https://t.co/J9E2O1HA7s,+
a,33.67,0.375,u,g,cc,v,0.375,f,f,0,f,g,300,44,$AMZN $TSLA:  5 Best Artificial Intelligence Small Cap Stocks To Buy:  https://t.co/Lj0kdYLQHs,+
b,48.58,0.205,y,p,k,v,0.25,t,t,11,f,g,380,2732,https://t.co/vXfZloRl7A &lt; $97 one-time fee for a life time of stock alerts! *review* $AMZN $GPRO $FEYE,+
b,33.67,1.25,u,g,w,v,1.165,f,f,0,f,g,120,0,RT @tcrawford: One theory on Amazon interest in a second headquarters.  $AMZN #cloud #CIO https://t.co/QhbwE0uVl0,-
a,29.5,1.085,y,p,x,v,1,f,f,0,f,g,280,13,Baby $amzn #simple https://t.co/1pmMC1PM4O,-
b,30.17,1.085,y,p,c,v,0.04,f,f,0,f,g,170,179,RT @JDASoftware: Successful #retailers should be something #Amazon is not. Read more from JDA's @Ksterneckert: https://t.co/sXTijacOVW $AMZN,-
?,40.83,3.5,u,g,i,bb,0.5,f,f,0,f,s,1160,0,RT @davidmoadel: $WFC #stockmarket #stocks #investing #finance $XLF $C $BAC $MS $GS $QQQ $DIA $SPY $AAPL $AMZN $TSLA $TWTR $BABA $AMD $INTC…,-
b,34.83,2.5,y,p,w,v,3,f,f,0,f,s,200,0,"RT @politicalHEDGE: Recall This? 08/28/2017║10 items cheaper at Whole Foods today, thanks to Amazon $AMZN https://t.co/NYrPLKEXzn",-
b,?,4,y,p,i,v,0.085,f,f,0,t,g,411,0,RT @notyourcountry: Amazon gives developers more ways to build #Alexa skills $AMZN #AI @CarlLantz https://t.co/9WWxlr3bTv,-
b,20.42,0,?,?,?,?,0,f,f,0,f,p,?,0,The Great Artificial Intelligence Bubble And Scam   $AMZN  $WFM https://t.co/WJbcizCnIs,-
a,33.25,2.5,y,p,c,v,2.5,f,f,0,t,g,0,2,RT @arnabch01: #AI #ML #HPC #BigData #robotics #VR #iot t hugely #disrupt #retail $AMZN $WMT $TGT $KR $BBY $COST $HD $LOW #investor https:/…,-
b,34.08,2.5,u,g,c,v,1,f,f,0,f,g,460,16,RT @arnabch01: #AI #ML #HPC #BigData #robotics #VR #iot t hugely #disrupt #retail $AMZN $WMT $TGT $KR $BBY $COST $HD $LOW #investor https:/…,-
a,25.25,12.5,u,g,d,v,1,f,f,0,t,g,180,1062,"Home Depot's ""BOPIS"" model is pure genius. Watch out, #Amazon $HD $AMZN  https://t.co/96kJFEWLvX https://t.co/U93IGgXi9w",-
b,34.75,2.5,u,g,cc,bb,0.5,f,f,0,f,g,348,0,"RT @TopFiveTraders: $MSFT, $AMZN and $GOOG traders should follow us @ https://t.co/64uj4MlnOj https://t.co/CA8l7yk7ee",-
b,27.67,0.75,u,g,q,h,0.165,f,f,0,t,g,220,251,$SPY weekly beautiful. When in doubt just step back to see clearer picture. $study $aapl $goog $tsla $GC_F $CL_F https://t.co/gxWMSysYHd,-
b,47.33,6.5,u,g,c,v,1,f,f,0,t,g,0,228,***REVIEW***: Super Alerts on https://t.co/1EZI2QzXvA stock picking service: https://t.co/wQ3KRVR57k $CBI $MA $V $ICPT $DECK $GOOG $EGO,-
a,34.83,1.25,y,p,i,h,0.5,f,f,0,t,g,160,0,Searching For Alphabet's True Worth? Should We Google It? https://t.co/45H901ezqt $GOOGL $GOOG,-
a,33.25,3,y,p,aa,v,2,f,f,0,f,g,180,0,RT @Mohd_Abdrabou: RT @thorsvortex: RT @thorsvortex: Brain Hacking https://t.co/J1LB6U1lJc @andersoncooper $Googl $Goog #Google $MSFT #Bank…,-
b,28,3,u,g,w,v,0.75,f,f,0,t,g,300,67,Amazon (AMZN) Announces Availability of VMware Cloud on AWS https://t.co/2hn24UYzbY $AMZN $VMW $GOOG $GOOGL $IBM,-
a,39.08,4,u,g,c,v,3,f,f,0,f,g,480,0,Searching for Alphabet’s True Worth  https://t.co/mwEFx306DN  $GOOGL $GOOG https://t.co/XZ8tFczday,-
b,42.75,4.085,u,g,aa,v,0.04,f,f,0,f,g,108,100,$FB $GOOG $TWTR $AMZN $TWX $nbc $CBS   RUH ROH   #MAGA https://t.co/kIEwDPyiuu,-
b,26.92,2.25,u,g,i,bb,0.5,f,f,0,t,g,640,4000,RT @TrendTrader4u: $SPY weekly beautiful. When in doubt just step back to see clearer picture. $study $aapl $goog $tsla $GC_F $CL_F https:/…,-
b,33.75,2.75,u,g,i,bb,0,f,f,0,f,g,180,0,Apple's iPhone 8 to Drive 9.1% Increase in Shipments Per IDC https://t.co/n085F65upk $AAPL $GRMN $GOOG,-
b,38.92,1.75,u,g,k,v,0.5,f,f,0,t,g,300,2,"RT @jmar42: ""Google Eclipse: Don't Get Burned"" #adfraud #adtech $GOOG #martech https://t.co/Lxn5Vj1VvZ @LinkedIn",-
b,62.75,7,u,g,e,z,0,f,f,0,f,g,0,12,$nvs are you going to buy nvs stock off the great news  $kite $gild $amzn $amd $sgmo $qure $shop $blue $otic $axon $adms $goog $spy $vix,-
?,32.25,1.5,u,g,c,v,0.25,f,f,0,t,g,372,122,$BWVI What can I say! +20%  $1+ Here we come!  Hot New Treasure Company! $AAPL $GOOG $FNMA $FB $AMZN $NFLX $QQQ $OMEX $TWTR $SNAP $XOM $USD,-
b,26.75,4.5,y,p,c,bb,2.5,f,f,0,f,g,200,1210,If Silicon Valley Tech Companies Were 'Game of Thrones' Characters: $AAPL $NFLX $NVDA $TWX $FB $GOOG $TWTR - https://t.co/ESAe8zKwhh,-
b,63.33,0.54,u,g,c,v,0.585,t,t,3,t,g,180,0,$AAPL iPhone 8 to Drive 9.1% Increase in Shipments Per IDC https://t.co/OHgnIDlGAp (incl. $GRMN $GOOG $TTD),-
b,27.83,1.5,u,g,w,v,2.25,f,t,1,t,g,100,3,"Michael Burry’s Original Blog, Water Investments, Interviews https://t.co/vXMRpcThvA $AAPL, $ORCL $BAC, $TBPH, $COTY, $GOOG, $HCA, $TWNK",-
a,26.17,2,u,g,j,j,0,f,f,0,t,g,276,1,Western Digital Acquires Upthere For Personal Cloud Storage https://t.co/bbV4ChcWOb $GOOG $WDC,-
b,22.17,0.585,y,p,ff,ff,0,f,f,0,f,g,100,0,A few firms continue to dominate the smartphone.   👉 $AMZN $GOOG $FB https://t.co/b2MWDDiPrw,-
b,22.5,11.5,y,p,m,v,1.5,f,f,0,t,g,0,4000,SELL THE RIP  $tsla $tlt $jpm $gld $btc $goog $aapl $fb $bac $axp $c $iwm $nflx $indu $qqq $eth $dxy $nvda $eur… https://t.co/iibv5YOJtm,-
b,30.75,1.585,u,g,d,v,0.585,f,f,0,t,s,0,0,RT @GreenStocks2016: SELL THE RIP  $tsla $tlt $jpm $gld $btc $goog $aapl $fb $bac $axp $c $iwm $nflx $indu $qqq $eth $dxy $nvda $eur $snap…,-
b,36.67,2,u,g,i,v,0.25,f,f,0,t,g,221,0,RT @GreenStocks2016: SELL THE RIP  $tsla $tlt $jpm $gld $btc $goog $aapl $fb $bac $axp $c $iwm $nflx $indu $qqq $eth $dxy $nvda $eur $snap…,-
a,16,0.165,u,g,aa,v,1,f,t,2,t,g,320,1,RT @GreenStocks2016: SELL THE RIP  $tsla $tlt $jpm $gld $btc $goog $aapl $fb $bac $axp $c $iwm $nflx $indu $qqq $eth $dxy $nvda $eur $snap…,-
b,41.17,1.335,u,g,d,v,0.165,f,f,0,f,g,168,0,RT @GreenStocks2016: SELL THE RIP  $tsla $tlt $jpm $gld $btc $goog $aapl $fb $bac $axp $c $iwm $nflx $indu $qqq $eth $dxy $nvda $eur $snap…,-
a,19.5,0.165,u,g,q,v,0.04,f,f,0,t,g,380,0,$AMZN Announces Availability of VMware Cloud on AWS  https://t.co/mSl58KJZAL (incl. $VMW $IBM $GOOG),-
b,32.42,3,u,g,d,v,0.165,f,f,0,t,g,120,0,$SPY Tick-Tock And...the FLUSH!! $SPX $QQQ $IWM $IBB $ES $GS $BAC $NFLX $JPM $C $AAPL $GOOGL $AMZN $SNAP $VIX $USO… https://t.co/fRhAES1KYF,-
a,36.75,4.71,u,g,ff,ff,0,f,f,0,f,g,160,0,"$GOOG $GOOGL Double bottom, what now. Read our detailed analysis and prediction at https://t.co/97c0YYXPYA https://t.co/9jdhBxeLKv",-
a,30.25,5.5,u,g,k,v,5.5,f,f,0,t,s,100,0,"RT @Matrix_Trade: $GOOG $GOOGL Double bottom, what now. Read our detailed analysis and prediction at https://t.co/97c0YYXPYA https://t.co/9…",-
b,23.08,2.5,u,g,ff,ff,0.085,f,f,0,t,g,100,4208,RT @educatedpenis: You're selling $OMVS?  In our moment of Triumph?  $FB $GOOG $AAPL $MSFT $TSLA $NFLX $NVDA,-
b,26.83,0.54,u,g,k,ff,0,f,f,0,f,g,100,0,Alphabet Inc. ($GOOG) looking hot! Currently priced at 930.75. https://t.co/mKiIQGvHe4,-
b,16.92,0.335,y,p,k,v,0.29,f,f,0,f,s,200,0,Is The Market Too Bullish On These Companies? $GOOG $BABA $AMZN $FB $V $AAPL $MSFT - https://t.co/ADANo4Q9qH,-
b,24.42,2,u,g,e,dd,0.165,f,t,2,f,g,320,1300,Financial Advisors Keep an Eye on Alphabet Inc. Amid Sexist Memo Incident https://t.co/zuVeLWwTeK $GOOG https://t.co/axuXPck46B,-
b,42.83,1.25,u,g,m,v,13.875,f,t,1,t,g,352,112,$SPY Bada Bing Bada Boom the FLUSH!! $SPX $QQQ $IWM $IBB $ES $GS $BAC $NFLX $JPM $C $AAPL $GOOGL $AMZN $SNAP $VIX… https://t.co/J2pKBDlULW,-
a,22.75,6.165,u,g,aa,v,0.165,f,f,0,f,g,220,1000,***REVIEW***: Super Alerts on https://t.co/1EZI2QzXvA stock picking service: https://t.co/wQ3KRVR57k $CBI $MA $V $ICPT $DECK $GOOG $EGO,-
b,39.42,1.71,y,p,m,v,0.165,f,f,0,f,s,400,0,Searching For Alphabet's True Worth? Should We Google It? https://t.co/45H901ezqt $GOOGL $GOOG,-
a,23.58,11.5,y,p,k,h,3,f,f,0,t,g,20,16,RT @Mohd_Abdrabou: RT @thorsvortex: RT @thorsvortex: Brain Hacking https://t.co/J1LB6U1lJc @andersoncooper $Googl $Goog #Google $MSFT #Bank…,-
b,21.42,0.75,y,p,r,n,0.75,f,f,0,t,g,132,2,Amazon (AMZN) Announces Availability of VMware Cloud on AWS https://t.co/2hn24UYzbY $AMZN $VMW $GOOG $GOOGL $IBM,-
b,33,2.5,y,p,w,v,7,f,f,0,t,g,280,0,Searching for Alphabet’s True Worth  https://t.co/mwEFx306DN  $GOOGL $GOOG https://t.co/XZ8tFczday,-
b,26.33,13,u,g,e,dd,0,f,f,0,t,g,140,1110,$FB $GOOG $TWTR $AMZN $TWX $nbc $CBS   RUH ROH   #MAGA https://t.co/kIEwDPyiuu,-
a,45,4.585,u,g,k,h,1,f,f,0,t,s,240,0,RT @TrendTrader4u: $SPY weekly beautiful. When in doubt just step back to see clearer picture. $study $aapl $goog $tsla $GC_F $CL_F https:/…,-
b,26.25,1.54,u,g,w,v,0.125,f,f,0,f,g,100,0,Apple's iPhone 8 to Drive 9.1% Increase in Shipments Per IDC https://t.co/n085F65upk $AAPL $GRMN $GOOG,-
?,28.17,0.585,u,g,aa,v,0.04,f,f,0,f,g,260,1004,"RT @jmar42: ""Google Eclipse: Don't Get Burned"" #adfraud #adtech $GOOG #martech https://t.co/Lxn5Vj1VvZ @LinkedIn",-
a,20.83,0.5,y,p,e,dd,1,f,f,0,f,g,260,0,$nvs are you going to buy nvs stock off the great news  $kite $gild $amzn $amd $sgmo $qure $shop $blue $otic $axon $adms $goog $spy $vix,-
b,28.67,14.5,u,g,d,v,0.125,f,f,0,f,g,0,286,$BWVI What can I say! +20%  $1+ Here we come!  Hot New Treasure Company! $AAPL $GOOG $FNMA $FB $AMZN $NFLX $QQQ $OMEX $TWTR $SNAP $XOM $USD,-
b,20.67,0.835,y,p,c,v,2,f,f,0,t,s,240,0,If Silicon Valley Tech Companies Were 'Game of Thrones' Characters: $AAPL $NFLX $NVDA $TWX $FB $GOOG $TWTR - https://t.co/ESAe8zKwhh,-
b,34.42,1.335,u,g,i,bb,0.125,f,f,0,t,g,440,4500,$AAPL iPhone 8 to Drive 9.1% Increase in Shipments Per IDC https://t.co/OHgnIDlGAp (incl. $GRMN $GOOG $TTD),-
b,33.58,0.25,u,g,i,bb,4,f,f,0,t,s,420,0,"Michael Burry’s Original Blog, Water Investments, Interviews https://t.co/vXMRpcThvA $AAPL, $ORCL $BAC, $TBPH, $COTY, $GOOG, $HCA, $TWNK",-
b,43.17,5,u,g,i,bb,2.25,f,f,0,t,g,141,0,Western Digital Acquires Upthere For Personal Cloud Storage https://t.co/bbV4ChcWOb $GOOG $WDC,-
a,22.67,7,u,g,c,v,0.165,f,f,0,f,g,160,0,A few firms continue to dominate the smartphone.   👉 $AMZN $GOOG $FB https://t.co/b2MWDDiPrw,-
a,24.33,2.5,y,p,i,bb,4.5,f,f,0,f,g,200,456,SELL THE RIP  $tsla $tlt $jpm $gld $btc $goog $aapl $fb $bac $axp $c $iwm $nflx $indu $qqq $eth $dxy $nvda $eur… https://t.co/iibv5YOJtm,-
a,56.83,4.25,y,p,ff,ff,5,f,f,0,t,g,0,4,RT @GreenStocks2016: SELL THE RIP  $tsla $tlt $jpm $gld $btc $goog $aapl $fb $bac $axp $c $iwm $nflx $indu $qqq $eth $dxy $nvda $eur $snap…,-
b,22.08,11.46,u,g,k,v,1.585,f,f,0,t,g,100,1212,RT @GreenStocks2016: SELL THE RIP  $tsla $tlt $jpm $gld $btc $goog $aapl $fb $bac $axp $c $iwm $nflx $indu $qqq $eth $dxy $nvda $eur $snap…,-
b,34,5.5,y,p,c,v,1.5,f,f,0,t,g,60,0,RT @GreenStocks2016: SELL THE RIP  $tsla $tlt $jpm $gld $btc $goog $aapl $fb $bac $axp $c $iwm $nflx $indu $qqq $eth $dxy $nvda $eur $snap…,-
b,22.58,1.5,y,p,aa,v,0.54,f,f,0,t,g,120,67,RT @GreenStocks2016: SELL THE RIP  $tsla $tlt $jpm $gld $btc $goog $aapl $fb $bac $axp $c $iwm $nflx $indu $qqq $eth $dxy $nvda $eur $snap…,-
b,21.17,0,u,g,c,v,0.5,f,f,0,t,s,0,0,$AMZN Announces Availability of VMware Cloud on AWS  https://t.co/mSl58KJZAL (incl. $VMW $IBM $GOOG),-
b,26.67,14.585,u,g,i,bb,0,f,f,0,t,g,178,0,$SPY Tick-Tock And...the FLUSH!! $SPX $QQQ $IWM $IBB $ES $GS $BAC $NFLX $JPM $C $AAPL $GOOGL $AMZN $SNAP $VIX $USO… https://t.co/fRhAES1KYF,-
b,22.92,0.17,u,g,m,v,0.085,f,f,0,f,s,0,0,"$GOOG $GOOGL Double bottom, what now. Read our detailed analysis and prediction at https://t.co/97c0YYXPYA https://t.co/9jdhBxeLKv",-
b,15.17,7,u,g,e,v,1,f,f,0,f,g,600,0,"RT @Matrix_Trade: $GOOG $GOOGL Double bottom, what now. Read our detailed analysis and prediction at https://t.co/97c0YYXPYA https://t.co/9…",-
b,39.92,5,u,g,i,bb,0.21,f,f,0,f,g,550,0,RT @educatedpenis: You're selling $OMVS?  In our moment of Triumph?  $FB $GOOG $AAPL $MSFT $TSLA $NFLX $NVDA,-
b,27.42,12.5,u,g,aa,bb,0.25,f,f,0,t,g,720,0,Alphabet Inc. ($GOOG) looking hot! Currently priced at 930.75. https://t.co/mKiIQGvHe4,-
b,24.75,0.54,u,g,m,v,1,f,f,0,t,g,120,1,Is The Market Too Bullish On These Companies? $GOOG $BABA $AMZN $FB $V $AAPL $MSFT - https://t.co/ADANo4Q9qH,-
b,41.17,1.25,y,p,w,v,0.25,f,f,0,f,g,0,195,Financial Advisors Keep an Eye on Alphabet Inc. Amid Sexist Memo Incident https://t.co/zuVeLWwTeK $GOOG https://t.co/axuXPck46B,-
